Variable,Country,Correlation
donprty,CY,-0.040631793083480555
sgnptit,CY,-0.024730670516679387
pbldmna,CY,-0.010283605750687392
bctprd,CY,-0.06410656782380542
pstplonl,CY,-0.027630080761016917
volunfp,CY,-0.08617615730746311
lrscale,CY,0.20100990046530734
stfeco,CY,0.33627265247950977
stfgov,CY,0.23372191238216858
stfdem,CY,0.27652590404281535
stfedu,CY,0.16713710522148617
stfhlth,CY,0.1863555001075626
gincdif,CY,0.09551277494558738
freehms,CY,-0.1164302103434446
hmsfmlsh,CY,0.12016801219879604
hmsacld,CY,-0.07887183397451164
euftf,CY,0.0697347587460725
lrnobed,CY,0.03774454656053292
imsmetn,CY,-0.1518517227214676
imdfetn,CY,-0.039015427897682795
impcntr,CY,-0.03187889127690712
imbgeco,CY,0.12663423359578269
imueclt,CY,0.11856494398693782
imwbcnt,CY,0.07191524139777276
happy,CY,0.6067681687258353
inprdsc,CY,0.10254197851349248
sclact,CY,0.1859530615643149
crmvct,CY,0.027099802308100256
aesfdrk,CY,-0.07700373509434957
hlthhmp,CY,0.21440404289922957
atchctr,CY,0.1869527292953171
rlgblg,CY,-0.028470693483041588
rlgatnd,CY,0.030878896260283686
pray,CY,0.040299501250861895
dscrgrp,CY,0.06554158495018562
dscrrce,CY,0.014164703736748392
dscrage,CY,-0.024530761689930784
dscrgnd,CY,-0.025974970279410023
dscrntn,CY,0.006228956107784886
dscretn,CY,0.035983569005469326
dscrdk,CY,0.017360974985108413
dscrref,CY,
dscrnap,CY,0.06423299319108042
dscrsex,CY,-0.04594564042395626
ctzcntr,CY,-0.057598813643824104
brncntr,CY,-0.05224854309671122
livecnta,CY,-0.179980221806352
feethngr,CY,-0.12840391786933242
ccnthum,CY,0.06444555649238874
ccrdprs,CY,0.06660582112480175
wrclmch,CY,-0.04536373970404513
vteurmmb,CY,-0.13784841322677507
vteubcmb,CY,
ctrlife,CY,0.2565051905107866
etfruit,CY,-0.13314229164580943
eatveg,CY,-0.032684654631957945
dosprt,CY,0.007911281823628803
cgtsmok,CY,0.09712893513160975
alcfreq,CY,-0.11648227330017329
alcbnge,CY,0.06458533055716498
height,CY,-0.03587475573636171
weighta,CY,-0.03218719570476617
icgndra,CY,0.08519185552481782
medtrnp,CY,-0.016198391370723816
medtrnt,CY,-0.0012616190352526947
medtroc,CY,-0.07733628876217369
medtrnl,CY,-0.07145535461083027
medtrwl,CY,-0.05155001394026505
medtrna,CY,
hlpfmly,CY,0.11096777674528138
hlpfmhr,CY,-0.036012563139638604
trhltacu,CY,0.044200912018230044
trhltacp,CY,-0.01316098228148732
trhltcm,CY,-0.022199100777738894
trhltch,CY,0.042989692430780095
trhltos,CY,0.020061571093902494
trhltho,CY,0.018008048140630187
trhltht,CY,-0.06347059572659447
trhlthy,CY,-0.005883334620422185
trhltmt,CY,0.05209262386989406
trhltpt,CY,0.11838126677299615
trhltre,CY,-0.014277522424025546
trhltsh,CY,-0.0651087092838832
fltdpr,CY,-0.3057796781956825
flteeff,CY,-0.2512453618579265
slprl,CY,-0.2736469719705909
wrhpp,CY,0.2615347330410874
fltlnl,CY,-0.32632594137659504
enjlf,CY,0.3179137772157111
fltsd,CY,-0.3357605560096875
cldgng,CY,-0.31779625886497437
hltprhc,CY,-0.06838885117532524
hltprhb,CY,-0.029029538663142843
hltprbp,CY,-0.07803108645368526
hltpral,CY,0.010094708551488809
hltprbn,CY,-0.005173254754349566
hltprpa,CY,-0.05689248596142363
hltprpf,CY,-0.08521164152849822
hltprsd,CY,-0.05443927376532426
hltprsc,CY,-0.0506041706039267
hltprsh,CY,-0.031420276530688344
hltprdi,CY,-0.05349881165552782
hltprnt,CY,0.0073571366339532235
hltphhc,CY,-0.09155213444323158
hltphhb,CY,-0.1182661243255509
hltphbp,CY,-0.11225589317391195
hltphal,CY,-0.07068267452773001
hltphbn,CY,-0.060228155312593235
hltphpa,CY,-0.10888173068593068
hltphpf,CY,-0.12751314685463602
hltphsd,CY,-0.09192552175310598
hltphsc,CY,-0.06463256011293991
hltphsh,CY,-0.0761013968312326
hltphdi,CY,-0.06943903664213902
hltphnt,CY,0.1351163700516531
hltphnap,CY,0.0014992108530336422
hltphref,CY,0.014164703736748517
hltphdk,CY,
hltphna,CY,
hltprca,CY,0.16970361278925417
cancfre,CY,-0.20608451009114784
cnfpplh,CY,0.1356443010674599
fnsdfml,CY,0.06451077665517492
jbexpvi,CY,-0.03524708740215644
jbexpti,CY,-0.08166085528507055
jbexpml,CY,-0.10123818057457881
jbexpmc,CY,-0.1227083853111739
jbexevl,CY,-0.05991699734668824
jbexevh,CY,-0.08667673581771425
jbexevc,CY,-0.016493898825859644
jbexera,CY,-0.010583068397493784
jbexecp,CY,-0.11480048255429287
jbexebs,CY,-0.13227125969372627
likrisk,CY,0.12877871670936414
liklead,CY,0.2169145952388633
sothnds,CY,0.09246293435245966
actcomp,CY,0.15192212722094606
mascfel,CY,0.03261552677839394
femifel,CY,0.03871048879676498
impbemw,CY,0.16505637567702217
trmedmw,CY,0.14310306638784664
trwrkmw,CY,0.05048657565729957
trplcmw,CY,0.0996029822503891
trmdcnt,CY,0.03540831443785362
trwkcnt,CY,-0.023744531378983105
trplcnt,CY,0.0524850507089629
eqwrkbg,CY,0.1488268073097284
eqpolbg,CY,0.07086296269152531
eqmgmbg,CY,0.13772295505151738
eqpaybg,CY,0.0869386202097602
eqparep,CY,-0.09047751559720929
eqparlv,CY,-0.09785921609028085
freinsw,CY,-0.04606431024914507
fineqpy,CY,0.01750952627479283
wlespdm,CY,-0.04645261036064341
hhmmb,CY,-0.0017641329512372017
gndr,CY,-0.033734424169711404
yrbrn,CY,0.0038417135343478065
rshpsts,CY,0.050168008256260936
dvrcdeva,CY,0.0856883101912118
chldhhe,CY,-0.05211924798409466
domicil,CY,-0.03841059016260143
paccmoro,CY,-0.05075600400123598
paccdwlr,CY,-0.07568611579525275
pacclift,CY,-0.11479451118140119
paccnbsh,CY,-0.02919443732855029
paccocrw,CY,-0.05310201407183046
paccxhoc,CY,-0.04930372793222695
paccnois,CY,0.046239359930655456
paccinro,CY,0.009855671898575644
eisced,CY,0.14140079678828127
pdwrk,CY,0.11030840105372114
edctn,CY,-0.07007200953854383
uempli,CY,-0.05166882696731837
dsbld,CY,-0.12309210799154337
rtrd,CY,-0.01012728346535303
hswrk,CY,-0.03635888606605393
mainact,CY,-0.13137924879177817
pdjobev,CY,0.018489429628693193
pdjobyr,CY,-0.0004167361462060884
emplrel,CY,-0.0019909572297835535
wrkctra,CY,-0.05013840388965592
jbspv,CY,-0.0701167435888156
wkdcorga,CY,0.13328897029249676
iorgact,CY,0.09129511823125414
wkhct,CY,0.00043838891294225625
tporgwk,CY,-0.09489692112621895
eiscedf,CY,0.030396475553384972
emprelp,CY,-0.1195111344068215
wkhtotp,CY,-0.13404432976593547
emprf14,CY,-0.008438013042465853
occf14b,CY,-0.1348600820736481
eiscedm,CY,0.051195700052778216
emprm14,CY,-0.059714155161762865
occm14b,CY,-0.037997158158483604
atncrse,CY,-0.09466608042426977
ipcrtiva,CY,-0.12246029903667285
impricha,CY,-0.05494986421757289
ipeqopta,CY,-0.1742345235752686
ipshabta,CY,-0.08951041367079618
impsafea,CY,-0.12743681756808095
impdiffa,CY,-0.1320016654488743
ipfrulea,CY,-0.053225975089841795
ipudrsta,CY,-0.14890647813601135
ipmodsta,CY,-0.09651586486521255
ipgdtima,CY,-0.12014602863010658
impfreea,CY,-0.150064503534582
iphlppla,CY,-0.16277901420029056
ipsucesa,CY,-0.10963143887151468
ipstrgva,CY,-0.03844684453374213
ipadvnta,CY,-0.07207703979854556
ipbhprpa,CY,-0.12776143002967533
iprspota,CY,-0.09402500202709897
iplylfra,CY,-0.2209758731162513
impenva,CY,-0.10554863823220774
imptrada,CY,-0.02807230238561904
impfuna,CY,-0.08261181930773896
respc19a,CY,-0.11014014620485608
symtc19,CY,0.10435313320974293
symtnc19,CY,0.15910435451138646
hinctnta,DE,0.2548771059630979
ppltrst,DE,0.177087691036669
sclmeet,DE,0.1713508103397205
health,DE,-0.32813118369565536
eduyrs,DE,0.07710410184751099
uempla,DE,-0.1176491127143986
marsts,DE,0.019117937297011865
agea,DE,0.053348794777881174
trstplc,DE,0.28926594984658094
trstprl,DE,0.24778498021833076
rlgdgr,DE,0.08423737758333205
wkhtot,DE,-0.014728319253910202
nwspol,DE,-0.0016832573170133542
netusoft,DE,0.05270425976321896
netustm,DE,-0.06053398196668306
pplfair,DE,0.25407491113564573
pplhlp,DE,0.16399605950401583
polintr,DE,-0.12241072807759375
psppsgva,DE,0.1905502287352873
actrolga,DE,0.10528514860324789
psppipla,DE,0.21271075700679273
cptppola,DE,0.14919287906826537
trstlgl,DE,0.27523843172518536
trstplt,DE,0.25666662980027827
trstprt,DE,0.22582610941763068
trstep,DE,0.22478384537111445
trstun,DE,0.2264416550865323
vote,DE,-0.1744202017562673
contplt,DE,-0.06326858758146327
donprty,DE,-0.05732148473844301
sgnptit,DE,-0.04459336105405864
pbldmna,DE,-0.015613869828169053
bctprd,DE,-0.0628442877021385
pstplonl,DE,0.034696393847832324
volunfp,DE,-0.08193207008733046
lrscale,DE,-0.024632047117703386
stfeco,DE,0.3445304656336456
stfgov,DE,0.24601814588416743
stfdem,DE,0.30875470983254766
stfedu,DE,0.1336334889422373
stfhlth,DE,0.17862899946496033
gincdif,DE,0.1132328701619896
freehms,DE,-0.11978592875611355
hmsfmlsh,DE,0.13485677722677186
hmsacld,DE,-0.040293902475544485
euftf,DE,0.19228954758915281
lrnobed,DE,0.057451743947480045
imsmetn,DE,-0.13574280557230717
imdfetn,DE,-0.11947234537048435
impcntr,DE,-0.11048620110079693
imbgeco,DE,0.21262821601043713
imueclt,DE,0.16749976015304702
imwbcnt,DE,0.2101250392086008
happy,DE,0.6585809364149301
inprdsc,DE,0.18026757009806035
sclact,DE,0.2253322030097081
crmvct,DE,0.02006053232976825
aesfdrk,DE,-0.16032373133038275
hlthhmp,DE,0.2771739779183784
atchctr,DE,0.24064381257341466
rlgblg,DE,-0.07054219269842966
rlgatnd,DE,-0.08239682256689124
pray,DE,-0.043270359814054776
dscrgrp,DE,0.09866199342678562
dscrrce,DE,-0.011805713461573226
dscrage,DE,-0.03896272817209068
dscrgnd,DE,-0.04599845143905345
dscrntn,DE,-0.06356922273921192
dscretn,DE,-0.024121320345176767
dscrdk,DE,-0.006328686736270278
dscrref,DE,-0.0564473523167689
dscrnap,DE,0.09746888447500028
dscrsex,DE,-0.03636904846013398
ctzcntr,DE,-0.03507757656637584
brncntr,DE,-0.0403115277335846
livecnta,DE,-0.11067047476317368
feethngr,DE,-0.09598121308148483
ccnthum,DE,0.07458123390507655
ccrdprs,DE,0.17939192210414986
wrclmch,DE,0.08688947024012067
vteurmmb,DE,-0.15064208086809805
vteubcmb,DE,
ctrlife,DE,0.3561089928807795
etfruit,DE,-0.06431620614257076
eatveg,DE,-0.08705562619674007
dosprt,DE,0.046141887968653775
cgtsmok,DE,0.13957406002365905
alcfreq,DE,-0.11701048582161672
alcbnge,DE,0.010734083322746817
height,DE,0.025920758431424835
weighta,DE,-0.02474440267913301
icgndra,DE,-0.0021204309382624287
medtrnp,DE,-0.10564073675712445
medtrnt,DE,-0.02472685755705146
medtroc,DE,-0.02788997234362063
medtrnl,DE,-0.07487904955121612
medtrwl,DE,-0.13114565935568964
medtrna,DE,
hlpfmly,DE,0.008311861044501863
hlpfmhr,DE,0.013105013565225487
trhltacu,DE,-0.03793434827564938
trhltacp,DE,-0.041276283554686426
trhltcm,DE,0.024406070324109182
trhltch,DE,-0.013665513192918179
trhltos,DE,0.01918246569434618
trhltho,DE,0.041596761880316524
trhltht,DE,-0.014064122019213603
trhlthy,DE,-0.04142562500008586
trhltmt,DE,0.001231152518988315
trhltpt,DE,-0.04117241115745501
trhltre,DE,-0.052089361731836634
trhltsh,DE,-0.06036215502849696
fltdpr,DE,-0.3691193396946101
flteeff,DE,-0.30964261232110674
slprl,DE,-0.20825772296522307
wrhpp,DE,0.39768076323161977
fltlnl,DE,-0.33696369305196366
enjlf,DE,0.39685874795940407
fltsd,DE,-0.32102242704850614
cldgng,DE,-0.2641691808162121
hltprhc,DE,-0.08303367812060246
hltprhb,DE,-0.06973620767828752
hltprbp,DE,-0.10866809517174947
hltpral,DE,-0.03474126821621351
hltprbn,DE,-0.055478709450538635
hltprpa,DE,-0.12851212103090523
hltprpf,DE,-0.10491188076427736
hltprsd,DE,-0.10868496875954903
hltprsc,DE,-0.03581884196050556
hltprsh,DE,-0.1291375210436703
hltprdi,DE,-0.09791154674896718
hltprnt,DE,0.0675895612992641
hltphhc,DE,-0.08959976782608843
hltphhb,DE,-0.1175680802193024
hltphbp,DE,-0.10301573558635216
hltphal,DE,-0.05920142076349962
hltphbn,DE,-0.10525278863340769
hltphpa,DE,-0.12132462776907262
hltphpf,DE,-0.11212580120245223
hltphsd,DE,-0.09100520338009044
hltphsc,DE,-0.06536445874149838
hltphsh,DE,-0.09909031649684376
hltphdi,DE,-0.02560358890898412
hltphnt,DE,0.09707991734701851
hltphnap,DE,0.052382471298919146
hltphref,DE,
hltphdk,DE,0.0035983812223340447
hltphna,DE,
hltprca,DE,0.09538571730833544
cancfre,DE,-0.02985382000879007
cnfpplh,DE,0.10888085805614317
fnsdfml,DE,0.13030477351623945
jbexpvi,DE,-0.06781651435440005
jbexpti,DE,-0.09744563020101525
jbexpml,DE,-0.030783769095051764
jbexpmc,DE,-0.11631664614817597
jbexevl,DE,-0.07792008054747888
jbexevh,DE,-0.08987165163973505
jbexevc,DE,-0.07384124899569942
jbexera,DE,-0.037436495811411966
jbexecp,DE,-0.05029735262756133
jbexebs,DE,-0.0829229772532593
likrisk,DE,0.053134360999308614
liklead,DE,0.13490756225524375
sothnds,DE,0.14091424063503802
actcomp,DE,0.12059091115382699
mascfel,DE,-0.008968091729320955
femifel,DE,0.016202453709608895
impbemw,DE,0.0025325482095055626
trmedmw,DE,0.06366176063538054
trwrkmw,DE,0.04607132926849612
trplcmw,DE,0.07464009534774974
trmdcnt,DE,0.06586423798357739
trwkcnt,DE,0.004992384617513205
trplcnt,DE,0.03401130825165211
eqwrkbg,DE,0.06323710650659546
eqpolbg,DE,0.11763437562217197
eqmgmbg,DE,0.11004058165994161
eqpaybg,DE,0.1013390760343023
eqparep,DE,0.037172968488515916
eqparlv,DE,0.10025411568279853
freinsw,DE,-0.06055271619382018
fineqpy,DE,0.007647078017063089
wlespdm,DE,-0.019915306455680196
hhmmb,DE,0.035263941210420695
gndr,DE,0.004721940806274329
yrbrn,DE,-0.053348794777881174
rshpsts,DE,-0.04909263373607903
dvrcdeva,DE,0.046710218597585486
chldhhe,DE,-0.08578087955860451
domicil,DE,0.015887291449625588
paccmoro,DE,-0.11795421464173858
paccdwlr,DE,-0.08859543264793329
pacclift,DE,-0.06983467356177295
paccnbsh,DE,-0.04371958042963116
paccocrw,DE,-0.023083710608188528
paccxhoc,DE,-0.17611182182595156
paccnois,DE,-0.08564775707117643
paccinro,DE,-0.08630003676543457
eisced,DE,0.109237784518583
pdwrk,DE,0.04848033965311893
edctn,DE,0.016532462537260408
uempli,DE,-0.09946298054816269
dsbld,DE,-0.15655977253957917
rtrd,DE,0.05245902058344731
hswrk,DE,0.021530643873354415
mainact,DE,0.09001552376770397
pdjobev,DE,0.013778210597573419
pdjobyr,DE,-0.06964043930706619
emplrel,DE,0.055442285454997506
wrkctra,DE,-0.05963958828801154
jbspv,DE,-0.07845795215038141
wkdcorga,DE,0.17395395234816408
iorgact,DE,0.14669244901403888
wkhct,DE,-0.0479000235289248
tporgwk,DE,-0.08062337018363556
eiscedf,DE,0.03407124722907327
emprelp,DE,0.014294712129293216
wkhtotp,DE,-0.013756471931558396
emprf14,DE,0.024040753449242905
occf14b,DE,-0.05504761614954708
eiscedm,DE,0.04865109345781766
emprm14,DE,0.04959095150604601
occm14b,DE,-0.11054168437043138
atncrse,DE,-0.08286928176895297
ipcrtiva,DE,-0.05479573401169043
impricha,DE,0.027493412403472493
ipeqopta,DE,-0.04690616899799683
ipshabta,DE,0.026700216959724812
impsafea,DE,0.03454782044120624
impdiffa,DE,-0.05654867858206509
ipfrulea,DE,0.022629736889602806
ipudrsta,DE,-0.08070962616103182
ipmodsta,DE,0.02031941659337747
ipgdtima,DE,-0.12422772901482292
impfreea,DE,-0.06453218179403808
iphlppla,DE,-0.06960319830604728
ipsucesa,DE,0.0264708286780302
ipstrgva,DE,0.017470233392357877
ipadvnta,DE,-0.0069235687243219095
ipbhprpa,DE,0.005919692046467163
iprspota,DE,-0.010205911549889275
iplylfra,DE,-0.06436672483432881
impenva,DE,-0.05265536286071403
imptrada,DE,0.011597588664048275
impfuna,DE,-0.0238550086331489
respc19a,DE,-0.05524939668946619
symtc19,DE,0.16207263220025964
symtnc19,DE,0.1592002553456059
hinctnta,ES,0.15792810490628112
ppltrst,ES,0.16833057435286464
sclmeet,ES,0.14731039943418675
health,ES,-0.2502604124375499
eduyrs,ES,0.00404467704601176
uempla,ES,-0.08241165082127394
marsts,ES,-0.004814532006455627
agea,ES,-0.011699699917668274
trstplc,ES,0.18353342217139243
trstprl,ES,0.08874607270254167
rlgdgr,ES,0.07646001400199685
wkhtot,ES,0.01399437187151814
nwspol,ES,-0.05371647681196317
netusoft,ES,0.021216214249867006
netustm,ES,-0.05099053689952924
pplfair,ES,0.13622656183852844
pplhlp,ES,0.09083794344750208
polintr,ES,-0.013590713792461582
psppsgva,ES,0.07330187792049074
actrolga,ES,0.06795661319864302
psppipla,ES,0.08419771301968397
cptppola,ES,0.04654692736542104
trstlgl,ES,0.11975705204909716
trstplt,ES,0.0449344778629753
trstprt,ES,0.06018362568556976
trstep,ES,0.1041530347966396
trstun,ES,0.10841078476160812
vote,ES,-0.06232246872301405
contplt,ES,-0.04556853884934975
donprty,ES,-0.020216759681796533
sgnptit,ES,0.0042388938296700415
pbldmna,ES,-0.02213447628852918
bctprd,ES,0.024494414652245
pstplonl,ES,0.023343449851172957
volunfp,ES,-0.05257747208637497
lrscale,ES,0.045925271299472936
stfeco,ES,0.2352330749774298
stfgov,ES,0.10316090749578272
stfdem,ES,0.14989782840854207
stfedu,ES,0.18712761628667074
stfhlth,ES,0.15533205975509393
gincdif,ES,0.03273947905060836
freehms,ES,-0.04308911894235977
hmsfmlsh,ES,0.04141051094822487
hmsacld,ES,-0.06837464386243068
euftf,ES,0.10637889329183486
lrnobed,ES,-0.036813384961680996
imsmetn,ES,-0.08323818704652215
imdfetn,ES,-0.07335922796210315
impcntr,ES,-0.06483659033552185
imbgeco,ES,0.12703393060616053
imueclt,ES,0.11011133414495004
imwbcnt,ES,0.14689513028646498
happy,ES,0.6636156189622318
inprdsc,ES,0.1587271164113734
sclact,ES,0.13198796370911509
crmvct,ES,0.004998241016738806
aesfdrk,ES,-0.06976356388393799
hlthhmp,ES,0.22208825863167778
atchctr,ES,0.14698069677389958
rlgblg,ES,-0.043369437949999215
rlgatnd,ES,-0.06224524652266719
pray,ES,-0.033274124786167786
dscrgrp,ES,0.07741317754515897
dscrrce,ES,-0.0489972424592593
dscrage,ES,-0.04936291276184083
dscrgnd,ES,-0.04135997417492831
dscrntn,ES,-0.06344422646603767
dscretn,ES,-0.02152480503845209
dscrdk,ES,
dscrref,ES,0.017527510091542554
dscrnap,ES,0.07760666188074823
dscrsex,ES,-0.07934383748032597
ctzcntr,ES,0.0051840841889560525
brncntr,ES,0.011188224549463879
livecnta,ES,0.042822714240347635
feethngr,ES,-0.08432187381113627
ccnthum,ES,0.01901695383141928
ccrdprs,ES,0.10069637766969475
wrclmch,ES,0.058884925282657596
vteurmmb,ES,-0.05823254101897949
vteubcmb,ES,
ctrlife,ES,0.32565241574291925
etfruit,ES,-0.06041396395901088
eatveg,ES,-0.044809324998028144
dosprt,ES,0.13673528786541095
cgtsmok,ES,0.06961755202993268
alcfreq,ES,-0.051975072659338574
alcbnge,ES,0.041403893122594175
height,ES,0.023105196527427898
weighta,ES,-0.017478623484210726
icgndra,ES,0.011345752062573062
medtrnp,ES,-0.06440399070616426
medtrnt,ES,-0.05181361264137821
medtroc,ES,-0.011317719868611596
medtrnl,ES,-0.0018818802721621973
medtrwl,ES,-0.057116153361240526
medtrna,ES,
hlpfmly,ES,-0.002268231040637554
hlpfmhr,ES,-0.02860664838378356
trhltacu,ES,0.004675616273550337
trhltacp,ES,0.015396072695493337
trhltcm,ES,-0.03422868784741577
trhltch,ES,-0.03807580882531845
trhltos,ES,0.0035814333627934504
trhltho,ES,-0.016676713180615973
trhltht,ES,-0.0010912624050683842
trhlthy,ES,-0.06030707693771979
trhltmt,ES,0.02161693875355147
trhltpt,ES,0.016804541877334545
trhltre,ES,-0.008698896351696982
trhltsh,ES,-0.05997548479696617
fltdpr,ES,-0.3845335217868194
flteeff,ES,-0.3249751549676062
slprl,ES,-0.23246508265047772
wrhpp,ES,0.42743446304411564
fltlnl,ES,-0.29274445920541287
enjlf,ES,0.43028496521983395
fltsd,ES,-0.37601238301284073
cldgng,ES,-0.3728398857586306
hltprhc,ES,-0.04999425759150161
hltprhb,ES,-0.055865436148868144
hltprbp,ES,-0.054896894608786766
hltpral,ES,0.019264156375288066
hltprbn,ES,-0.08960499679742186
hltprpa,ES,-0.10987599638982055
hltprpf,ES,-0.10049114141194482
hltprsd,ES,-0.0890497400991201
hltprsc,ES,-0.018615874642034087
hltprsh,ES,-0.0945045396451676
hltprdi,ES,-0.029576924421820232
hltprnt,ES,0.04056064072115667
hltphhc,ES,-0.010347365527987365
hltphhb,ES,-0.012585417408041394
hltphbp,ES,-0.06317090788894943
hltphal,ES,-0.02315328770628427
hltphbn,ES,-0.11617747517729089
hltphpa,ES,-0.12698262972349358
hltphpf,ES,-0.11639119690262473
hltphsd,ES,-0.06619416563420398
hltphsc,ES,-0.04118025966336865
hltphsh,ES,-0.10643384479104745
hltphdi,ES,-0.04888069108050662
hltphnt,ES,0.07975746372226902
hltphnap,ES,0.045549013122277514
hltphref,ES,0.006276846598027705
hltphdk,ES,0.043472372434630376
hltphna,ES,
hltprca,ES,0.0624606048972036
cancfre,ES,-0.0479561269697597
cnfpplh,ES,0.10913559964235356
fnsdfml,ES,0.14393368586446925
jbexpvi,ES,-0.014322175463812524
jbexpti,ES,-0.043800615768773664
jbexpml,ES,-0.047331564367107316
jbexpmc,ES,-0.05034038288436258
jbexevl,ES,-0.012164912312650015
jbexevh,ES,-0.07839697484982983
jbexevc,ES,-0.05058131403062224
jbexera,ES,0.004392718444003458
jbexecp,ES,-0.059823075661998716
jbexebs,ES,-0.0658599517867043
likrisk,ES,0.029231839430526603
liklead,ES,0.09133140317308319
sothnds,ES,0.027892495662526634
actcomp,ES,0.07103137064021023
mascfel,ES,0.030701606467483423
femifel,ES,0.013156613699075536
impbemw,ES,0.04363900955245048
trmedmw,ES,0.053414756097656835
trwrkmw,ES,0.04148320068122698
trplcmw,ES,0.056690364238073734
trmdcnt,ES,0.041578857487268125
trwkcnt,ES,0.04065825086905102
trplcnt,ES,0.019308638677946823
eqwrkbg,ES,0.0922006276709934
eqpolbg,ES,0.009103973406332002
eqmgmbg,ES,0.014626800788653058
eqpaybg,ES,0.037477725769300294
eqparep,ES,-0.018385355021480056
eqparlv,ES,-0.03984564329607773
freinsw,ES,-0.0077071760020060295
fineqpy,ES,0.01577381109853584
wlespdm,ES,-0.003149902781610223
hhmmb,ES,0.0798085421014518
gndr,ES,-0.01062457654013786
yrbrn,ES,0.011699699917668262
rshpsts,ES,-0.08142614658214158
dvrcdeva,ES,-0.001170159099563096
chldhhe,ES,-0.0752662174493169
domicil,ES,-0.03739359935239242
paccmoro,ES,-0.10600889531454427
paccdwlr,ES,-0.10938902506302596
pacclift,ES,-0.05975449079080968
